"UniDiveNum","Squid","DepthOMZ","Temp25m","UIwin","NOI","DayL","Strat","LatN","Hake","Loligo","Myct","SqMonth","SqYear","Distkm","ROV_ID","SquidCount","Effort","PDO","NPGO","LonW","DepthOLZ","tcline","tcstren","tcval","tcoxy","ocline","ocval","ocstren","octemp","date","month"
1846.1,0,494.855,13.518,1721,1.53,11.295,36,36.706,0,0,0,10,2000,3.2,1,0,1.029,-1.3,1.6982,-122.059,273.11,34,0.41495983051654,12.7683798998837,4.76654643790797,35,4.70678426562824,0.260145587136286,12.6735081972051,2000-09-30,10
238.2,0,482.53,12.627,2270,4.215,10.266,54,36.584,0,2.759,30.222,11,2000,32.429,2,0,1.375,-0.53,2.0146,-122.515,318.85,48,0.320890060811585,11.2301987524363,6.5563768852272,56,6.12221154990525,0.244254975714087,10.6602112910294,2000-10-31,11
239.2,0,487.82,11.119,2259,4.215,10.236,27,36.585,3.077,11.429,63.448,11,2000,32.522,2,0,0.879,-0.53,2.0146,-122.517,326.83,26,0.143559063985728,11.3574909986603,6.96869279202357,72,5.2581559234962,0.20894952142404,10.2559808857043,2000-10-31,11
240.2,0,522.38,12.126,2219,4.215,10.198,34,36.701,49.756,0,17.302,11,2000,1.626,2,0,2.633,-0.53,2.0146,-122.031,359.44,25,0.356350308824028,12.0835592279397,6.10656573185903,26,6.06316261339737,0.188741742154196,12.0004462273853,2000-10-31,11
396.2,0,436.82,11.819,979,2.942,10.541,31,36.322,8.136,2.595,0,14,2001,67.039,2,0,0.962,-0.64,2.1774,-122.901,342.345,60,0.180857826561707,10.6770229209233,4.71534829663201,59,4.76860620229068,0.237173891917941,10.7176758650157,2001-01-31,2
395.2,0,448.6,11.3325,1149,2.942,10.507,44,36.326,2.33,0,15.072,14,2001,66.945,2,0,1.208,-0.64,2.1774,-122.9,279.85,34,0.208174641400156,10.9582326303915,5.08178484360965,42,4.64366361774135,0.246139448430206,10.605524387198,2001-01-31,2
394.2,0,490.7,11.722,1219,2.942,10.465,70,36.56,5.455,0,10.843,14,2001,34.946,2,0,2.438,-0.64,2.1774,-122.526,293.23,50,0.223974058183924,10.8238246024182,5.04755450939078,55,4.79069452688061,0.229519142840381,10.571725838448,2001-01-31,2
398.2,0,456.03,12.073,921,2.942,10.596,54,36.573,0.752,0,22.614,14,2001,33.432,2,0,1.708,-0.64,2.1774,-122.518,330.4,57,0.197049597743921,10.9832065198328,5.03940036227986,60,4.82335028082759,0.320515100377577,10.8503010095218,2001-01-31,2
397.2,0,508.275,11.7815,708,2.942,10.555,31,36.699,0,0.644,1.015,14,2001,2.459,2,0,3.879,-0.64,2.1774,-122.052,298.93,33,0.179429454304021,11.5283889575811,6.02728259262365,29,6.30360918753101,0.302637474649169,11.690071297532,2001-01-31,2
2111.1,0,549.41,11.3215,2020,2.942,10.082,26,36.715,0,5.581,43.902,14,2001,2.238,1,0,0.517,-0.64,2.1774,-122.059,306.71,27,0.125309344224362,11.2526437707513,5.69323081234988,67,4.33671667161329,0.182072100502992,10.5292574596418,2001-01-31,2
262.2,0,498.52,11.793,-377,0.853,11.266,75,36.578,4.047,0,0.415,3,2001,32.314,2,0,3.096,0.45,2.3888,-122.507,370.63,76,0.449507026123645,10.0460806632517,5.44491944688921,101,4.16137931720912,0.289435385461469,9.47986061191408,2001-02-28,3
1920.1,0,553.57,11.952,-434,0.853,10.994,98,36.711,334.286,0,4.286,3,2001,2.708,1,0,0.317,0.45,2.3888,-122.061,358.84,157,0.357962360901992,10.2907586079663,4.21450941568009,160,3.99336234259052,0.323084835338295,10.0421928594206,2001-02-28,3
1964.1,0,491.49,10.532,5068,2.209,12.883,35,36.699,21.818,0,22.222,4,2001,2.235,1,0,0.296,-0.31,2.2039,-122.048,256.45,32,0.261240777727485,10.0294527400223,5.55506209021963,34,5.23964626482245,0.667442217499122,9.90806813572903,2001-03-31,4
1973.1,0,374.1,9.804,4627,-0.607,13.404,98,36.72,15.789,0,0,5,2001,1.581,1,0,1.325,-0.3,1.9539,-122.052,231.27,22,0.11734956211506,9.98021739686054,5.76640130510861,22,5.76640130510861,0.501996003015995,9.98021739686054,2001-04-30,5
1971.1,0,560.5,9.827,4668,-0.607,13.295,77,36.723,6.792,37.087,0,5,2001,1.213,1,0,2.033,-0.3,1.9539,-122.054,214.31,30,0.159585918357356,9.621636203144,3.88898467344288,34,3.64325433825715,0.272344674936277,9.47743414121647,2001-04-30,5
2002.1,0,492.58,10.292,5581,1.43,14.377,49,36.703,56.471,0,0,6,2001,2.911,1,0,0.363,-0.47,2.3493,-122.055,148.6,62,0.134147675438609,9.42070123372059,3.32451000687846,64,3.22890642529208,0.208845746252881,9.35962824236337,2001-05-31,6
333.2,0,498.475,12.568,4464,0.528,14.384,25,36.325,0,0,21.176,7,2001,67.09,2,0,0.954,-1.31,1.5005,-122.902,267.305,27,0.603635189442,12.7378425874217,5.49619556910575,34,5.16152937431903,0.21325261132557,11.8034945143946,2001-06-30,7
334.2,0,469.7,14.031,4585,0.528,14.372,20,36.325,1.364,5.783,436.098,7,2001,66.983,2,0,2.304,-1.31,1.5005,-122.901,278.015,22,1.01686569497953,15.1974710894077,5.3335482941895,75,3.42372903730425,0.18788034248826,9.39919797468393,2001-06-30,7
335.2,0,490.99,11.292,4610,0.528,14.38,21,36.568,0,0,26.667,7,2001,34.12,2,0,1.875,-1.31,1.5005,-122.522,NA,22,0.33821847908481,11.7309197166453,5.41258256623832,32,4.70242767895504,0.330243057872523,11.1219728431263,2001-06-30,7
336.2,0,470.69,11.689,4686,0.528,14.365,30,36.57,1.514,0,185.103,7,2001,34.336,2,0,1.971,-1.31,1.5005,-122.528,252.435,22,0.252348944832351,11.9598177552937,4.39558147970423,22,4.39558147970423,0.256951824554335,11.9598177552937,2001-06-30,7
2016.1,0,471.09,12.438,5234,0.528,14.507,28,36.701,18.182,4.444,145.455,7,2001,2.8,1,0,0.338,-1.31,1.5005,-122.055,277.32,22,0.852747248520623,13.1721090858921,5.85405470336613,33,5.3402356872137,0.223071953599809,11.3011778892044,2001-06-30,7
2035.1,0,460.59,10.292,4641,-0.027,13.964,21,36.703,3.582,32.308,36.923,8,2001,2.679,1,0,0.354,-0.77,1.915,-122.05,255.46,22,0.295254642327972,10.337822282365,3.62512738278405,22,3.62512738278405,0.298023056871775,10.337822282365,2001-07-31,8
2036.1,0,450.68,10.573,4655,-0.027,13.936,96,36.706,0.614,0,1.341,8,2001,2.91,1,0,1.337,-0.77,1.915,-122.051,231.065,22,0.2134339858317,10.8340203053339,4.0467320579936,22,4.0467320579936,0.235228836718441,10.8340203053339,2001-07-31,8
2037.1,0,426.81,11.557,4655,-0.027,13.933,30,36.709,0,0,0,8,2001,2.907,1,0,0.525,-0.77,1.915,-122.061,288.37,22,0.570773052195844,11.4522673267878,4.80269184752131,24,4.54314514844802,0.551262360867186,11.1834779246954,2001-07-31,8
2070.1,0,453.16,11.699,2913,-0.811,12.25,51,36.692,0,29.2,0,9,2001,1.03,1,0,2.183,-1.37,1.893,-122.038,226.01,34,0.296538972415762,11.4514592403901,3.66565625821411,29,3.96148267172052,0.262179042949553,11.7807422913703,2001-08-31,9
2069.1,0,455.93,11.055,3167,-0.811,12.371,20,36.712,11.25,46.753,29.538,9,2001,2.52,1,0,0.692,-1.37,1.893,-122.057,211.235,22,0.502771461866268,11.158039661513,3.91144901696409,22,3.91144901696409,0.26865232003125,11.158039661513,2001-08-31,9
364.2,0,436.22,12.198,2525,0.734,11.933,25,36.338,0,0,4.019,10,2001,66.87,2,0,1.862,-1.37,1.1619,-122.899,263.59,24,0.828716851922655,13.241155765148,5.43573705725649,31,5.09251267609506,0.221477776668769,11.95297176041,2001-09-30,10
366.2,0,440.78,13.635,2439,0.734,11.856,38,36.341,0,0,0,10,2001,67.048,2,0,1.346,-1.37,1.1619,-122.901,254.37,27,0.883495544697287,13.1644804106329,4.8653988019746,60,3.81746239191865,0.166958166311579,9.19752487320548,2001-09-30,10
365.2,0,456.38,14.824,2462,0.734,11.894,37,36.552,0.87,2.202,2.368,10,2001,40.125,2,0,1.663,-1.37,1.1619,-122.594,323.51,31,0.675844578745711,13.7174254318339,5.93199695848478,104,4.14899323240392,0.152331318716721,9.3683926160917,2001-09-30,10
2087.1,0,499.61,13.527,2294,0.734,10.989,44,36.711,17.143,30,37.5,10,2001,2.485,1,0,0.358,-1.37,1.1619,-122.052,300.17,37,0.60740120730185,12.5281362243791,4.68018622247057,19,4.24792728061686,0.672704618196454,13.5810823308547,2001-09-30,10
367.2,0,496.64,11.262,2399,0.734,11.816,41,36.712,0.8,282.215,0,10,2001,0.988,2,0,1.983,-1.37,1.1619,-122.015,294.92,36,0.185387613770956,10.8313466330862,3.89582821436932,37,3.84563707280202,0.200968243542332,10.7853832655194,2001-09-30,10
2088.1,0,508.765,12.115,1757,0.734,10.837,64,36.736,0,0,0,10,2001,1.079,1,0,0.683,-1.37,1.1619,-122.034,320.49,55,0.177792401326502,11.2030017235667,4.23234132855525,27,4.76127965955501,0.225635099032116,12.0704078308047,2001-09-30,10
2089.1,0,538.43,12.491,1779,0.734,10.798,40,36.786,0,0,0,10,2001,0.329,1,0,0.425,-1.37,1.1619,-122.044,320.98,36,0.260290856229536,11.9694314052297,4.58205581083113,16,4.50637278781782,0.305151764090455,12.4987045410259,2001-09-30,10
2096.1,0,504.46,14.6,1081,-2.977,10.286,67,36.706,7.619,3.636,64.444,11,2001,6.72,1,0,0.479,-1.26,1.7645,-122.118,306.02,63,0.551343303898515,12.3876871619384,4.74135393786446,25,4.94191217453419,0.377030736100052,14.5117842870743,2001-10-31,11
2098.1,0,482.97,13.7745,399,-2.977,9.967,86,36.717,0.471,8.606,2.439,11,2001,2.004,1,0,2.196,-1.26,1.7645,-122.043,162.84,103,0.373414537920061,10.1947238763507,2.63592015382384,26,4.03592722727068,0.28350772053296,13.7763358495183,2001-10-31,11
2100.1,0,465.245,12.155,1520,-0.805,9.633,37,36.691,66.804,20,1180.408,12,2001,1.073,1,0,0.575,-0.93,2.0195,-122.04,195.67,35,0.250662365567838,11.6726017134618,3.75298542318209,39,3.57518435961943,0.196967700863905,11.4367934255006,2001-11-30,12
2101.1,0,473.665,11.496,1576,-0.805,9.618,48,36.693,1.065,0,120.876,12,2001,1.496,1,0,3.25,-0.93,2.0195,-122.044,278.06,37,0.273370415488666,10.9588296525379,4.04158070431714,29,4.49478796236016,0.254292496844054,11.4444650594587,2001-11-30,12
520.2,0.4687,519.32,13.036,114,-0.073,9.97,24,36.749,0.632,0,324.092,14,2002,1.797,2,1,2.133,1.75,0.9926,-122.019,272.365,30,0.282716444189611,12.6487073548653,5.0501605558259,15,4.48523149843003,0.480448725305207,13.2201270517606,2002-01-31,2
410.2,0,440.33,11.4025,2696,1.664,11.58,82,36.33,0,0,0,3,2002,66.918,2,0,0.621,-0.43,1.8983,-122.9,306.31,66,0.172195928635244,10.7019662954596,4.17235362653692,31,4.34424379147026,0.145832612986928,11.4252637375357,2002-02-28,3
408.2,0,472.13,11.504,2792,1.664,11.5,82,36.502,1.993,0,2.994,3,2002,53.03,2,0,1.996,-0.43,1.8983,-122.825,310.97,92,0.144716173298173,10.3772283777535,3.55742892468467,102,3.2985632719109,0.116481569481849,10.0552578881383,2002-02-28,3
409.2,0,471.78,11.428,2712,1.664,11.536,44,36.58,17.723,0,108.913,3,2002,31.23,2,0,2.271,-0.43,1.8983,-122.492,221.55,38,0.197648885630703,11.1319469044239,3.90885670104263,37,3.99991101848834,0.384466267631724,11.1797515029147,2002-02-28,3
412.2,0,454.745,11.481,2747,1.664,11.653,45,36.603,13.521,0,382.609,3,2002,22.381,2,0,0.342,-0.43,1.8983,-122.375,291.05,62,0.189717080760825,10.8498812925509,4.13054665136953,55,4.94002443937674,0.571299330365426,11.1462928775989,2002-02-28,3
411.2,0,479.41,10.324,2688,1.664,11.62,60,36.719,2.652,0,1.28,3,2002,2.223,2,0,2.333,-0.43,1.8983,-122.067,274.3,106,0.114236899121528,8.96140168358551,2.04772123774016,39,4.14743183063872,0.265808217114646,10.2912322770536,2002-02-28,3
422.2,0,461.335,12.067,5547,-0.127,13.41,30,36.33,0,0,12.785,5,2002,66.94,2,0,1.804,-0.63,1.1026,-122.9,257.44,46,0.337425148767363,10.6112182612832,4.61194339548573,48,4.43184474386723,0.397498835169344,10.4586454255614,2002-04-30,5
2165.1,0,450.88,10.7855,4665,-0.127,13.255,54,36.694,217.778,0,6.154,5,2002,2.252,1,0,0.404,-0.63,1.1026,-122.055,202.51,34,0.229993143835333,10.3821777022823,4.23866006389644,190,1.92446635459831,0.383272163451321,8.31309426640586,2002-04-30,5
2163.1,0,466.63,10.791,4342,-0.127,13.183,35,36.703,20.084,0,0,5,2002,1.835,1,0,0.942,-0.63,1.1026,-122.032,225.81,30,0.321202860393976,10.5765551073896,4.48322941137083,42,3.91268676697727,0.235742833480508,9.87827636686034,2002-04-30,5
2164.1,0,467.87,10.586,4485,-0.127,13.219,33,36.706,48,0,0,5,2002,2.52,1,0,0.388,-0.63,1.1026,-122.043,255.16,23,0.332909183049372,10.7526334102897,5.18646742056926,28,4.71704311144757,0.414688868866407,10.3752275216621,2002-04-30,5
424.2,0,496.045,10.371,6328,-0.127,13.506,18,36.778,19.96,0.714,0,5,2002,1.724,2,0,2.471,-0.63,1.1026,-122.018,199.34,34,0.262387291187889,9.85668707023868,3.56991298952463,36,3.42525027962468,0.318715266719397,9.73420139244719,2002-04-30,5
439.2,0,466.04,11.9625,5535,0.495,14.342,62,36.33,1.814,0,316.909,6,2002,66.736,2,0,2.304,-0.35,1.6054,-122.898,323.46,49,0.260160703990274,11.2145753251131,4.84363740381337,242,3.15574334406125,0.28855920865745,7.27109352841578,2002-05-31,6
437.2,0,442.96,12.389,5681,0.495,14.314,49,36.331,6.822,0,7.442,6,2002,66.941,2,0,1.608,-0.35,1.6054,-122.9,275.63,40,0.377690308206155,11.6347716235356,5.09038834693904,112,3.89625871050444,0.27550121806411,8.93623357095835,2002-05-31,6
436.2,0,434.93,12.124,5681,0.495,14.312,80,36.332,0,0,4.99,6,2002,66.447,2,0,1.938,-0.35,1.6054,-122.894,303.14,52,0.475323523413335,10.9465136369187,6.15970845147235,37,5.80147765971751,0.429387765888328,12.0320739100627,2002-05-31,6
438.2,0,442.07,10.173,5675,0.495,14.349,20,36.58,0.488,4.027,13.065,6,2002,31.278,2,0,2.117,-0.35,1.6054,-122.493,246.93,22,0.129842462029922,10.4076152198834,5.47432276060249,57,4.08862096702327,0.216716947234423,9.62091691185594,2002-05-31,6
440.2,0,514.36,10.197,5417,0.495,14.39,42,36.698,1.622,0,0,6,2002,2.871,2,0,1.692,-0.35,1.6054,-122.059,281.58,22,0.216674806584495,10.2467227749059,5.41616294624018,29,4.99114431103084,0.275001125796495,9.97127325959535,2002-05-31,6
2187.1,0,469.01,10.0305,6204,0.495,14.463,94,36.706,0,0,0.916,6,2002,3.009,1,0,1.304,-0.35,1.6054,-122.052,NA,34,0.102467499040053,9.83160531181828,3.46253677485251,44,3.21241828008519,0.112940929109053,9.61099169115924,2002-05-31,6
435.2,0,491.29,9.8555,5734,0.495,14.333,39,36.708,3.392,0,0,6,2002,2.869,2,0,1.746,-0.35,1.6054,-122.055,253.67,38,0.142849742260441,9.48322054366077,4.01792551676863,39,3.95264328114533,0.283724672476287,9.45019178103611,2002-05-31,6
2186.1,0,488.32,10.743,5915,0.495,14.454,52,36.715,10.714,0,0,6,2002,2.121,1,0,1.442,-0.35,1.6054,-122.052,214.605,48,0.207569458845574,9.91006390340159,4.03244908841067,71,3.25614559248469,0.162217884364362,8.9963037895913,2002-05-31,6
2215.1,0,507.335,13.257,4185,-1.938,14.141,35,36.7,1.412,0,13.171,7,2002,1.745,1,0,0.658,-0.31,1.3823,-122.036,190.31,29,0.438765330358873,12.8230147105101,5.29814215506766,31,5.07351580386679,0.482099711503945,12.6244709574536,2002-06-30,7
2213.1,0,500.7,12.524,4234,-1.938,14.166,23,36.701,13.573,0,4.275,7,2002,1.577,1,0,2.167,-0.31,1.3823,-122.03,169.88,44,0.553601045516805,10.8727807757895,3.86310666929782,34,4.7780657839765,0.478731503184051,11.8331860979652,2002-06-30,7
2216.1,0,466.78,12.832,4185,-1.938,14.139,39,36.701,0,0,18.113,7,2002,1.551,1,0,0.808,-0.31,1.3823,-122.027,169.88,23,0.591691462461679,13.2469059788943,5.99410586659619,32,5.17205414867151,0.443121813632463,12.0918176535019,2002-06-30,7
2214.1,0,507.975,12.003,4185,-1.938,14.143,21,36.703,3.871,13.873,3,7,2002,1.935,1,0,0.746,-0.31,1.3823,-122.035,200.33,22,0.570707851647032,12.3374994958125,5.89548689463657,30,5.1496396344159,0.427337086113553,11.5617714075706,2002-06-30,7
2209.1,0,538.52,12.6765,4733,-1.938,14.295,52,36.754,0,0,0,7,2002,0.654,1,0,0.392,-0.31,1.3823,-122.2,224.62,42,0.453364750797096,11.245211854236,5.15165760671795,52,4.1436324844105,0.496254910527458,10.2830162919972,2002-06-30,7
2210.1,0,480.35,11.554,4716,-1.938,14.276,21,36.754,0,0,0,7,2002,0.518,1,0,1.783,-0.31,1.3823,-122.194,189.22,24,0.372434458565792,11.697944443371,4.9075283479065,28,4.61235123067589,0.325083360588866,11.3608182102403,2002-06-30,7
2208.1,0,533.13,13.04,4853,-1.938,14.314,48,36.756,0,0,0,7,2002,0.566,1,0,0.904,-0.31,1.3823,-122.202,225.91,37,0.460567900902502,11.9359086458658,5.45369604008458,102,2.61037838852487,0.473015448884038,9.42556396668821,2002-06-30,7
2224.1,0,533.77,11.972,3675,-0.31,13.79,36,36.703,20.711,0,0,8,2002,3.396,1,0,1.421,0.6,0.8118,-122.062,171.56,22,0.52336349415427,12.0903375023152,4.98458536503434,26,4.55005572897563,0.472929145950938,11.6248724442157,2002-07-31,8
2235.1,0,500.1,11.549,4032,-0.31,13.286,23,36.707,27.273,125.128,45,8,2002,3.028,1,0,0.096,0.6,0.8118,-122.059,188.13,28,0.298695118473801,11.3543359076207,4.07590918589792,31,3.87960205267943,0.284867759549827,11.1504370676615,2002-07-31,8
2217.1,0,557.53,13.973,4208,-0.31,14.123,42,36.752,22.759,53.053,0,8,2002,3.095,1,0,1.683,0.6,0.8118,-122.096,203.155,32,0.588576219272077,13.307848209611,5.8200584861522,34,5.64030968126402,0.389046910278812,13.0385895745305,2002-07-31,8
479.2,58.221,490.35,13.6565,2765,-2.719,12.291,37,36.335,0,0,0.599,9,2002,67.284,2,90,1.546,0.43,0.8244,-122.904,354.58,22,0.775684308735569,14.1147500909339,6.05307699435996,226,3.00783060815211,0.204848348934875,7.55326657680194,2002-08-31,9
480.2,3.2836,487.92,11.1705,2630,-2.719,12.253,22,36.574,0,0,1.108,9,2002,34.085,2,11,3.35,0.43,0.8244,-122.528,288.17,84,0.190227448866044,10.8356900827334,4.30359237850715,91,4.04052962947085,0.168237461625431,10.5388401449374,2002-08-31,9
481.2,8.7958,479.6,11.5075,2504,-2.719,12.203,40,36.67,0,0,25.217,9,2002,4.964,2,14,1.592,0.43,0.8244,-122.098,198.64,22,0.272279644150079,11.5829263372241,4.7910925353683,22,4.7910925353683,0.35928327075089,11.5829263372241,2002-08-31,9
482.2,0,441.08,12.151,2324,-2.719,12.175,46,36.693,3.144,178.462,301.905,9,2002,6.837,2,0,1.392,0.43,0.8244,-122.112,211.135,46,0.221215145361898,11.2853471330219,4.40931040916018,36,5.00391328727808,0.28468468230385,11.7732561330162,2002-08-31,9
478.2,0,563.77,10.918,2903,-2.719,12.325,52,36.699,0.498,10,374.667,9,2002,1.632,2,0,2.558,0.43,0.8244,-122.036,284.655,52,0.124615105361898,10.3923043996419,3.35170150019576,42,3.71293731376641,0.164349639051825,10.6582938594599,2002-08-31,9
2246.1,0,500.7,10.967,3568,-2.719,12.764,23,36.704,18.462,350.769,2.105,9,2002,1.207,1,0,0.521,0.43,0.8244,-122.02,253.82,22,0.300236999094562,11.3140347102838,4.46309267098395,25,4.29540856757612,0.25045465579601,11.128644564494,2002-08-31,9
2243.1,0,493.07,12.019,3604,-2.719,12.841,50,36.71,7.792,26.207,17.542,9,2002,2.939,1,0,1.758,0.43,0.8244,-122.065,202.21,22,0.513500138968674,12.3368625676463,5.14213666299109,39,3.89968286635563,0.520866037197468,10.8906825570335,2002-08-31,9
2257.1,0,521,12.873,2365,-2.719,12.005,48,36.747,0,0,0,9,2002,0.424,1,0,1.317,0.43,0.8244,-122.052,236.87,41,0.415156081139598,11.6242707300783,5.07412856859456,52,4.24868790407846,0.375759545096385,10.7179289465814,2002-08-31,9
2276.1,26.2774,465.24,12.598,1871,-0.016,11.026,30,36.699,2.424,0,18.824,10,2002,2.416,1,15,0.571,0.42,0.8236,-122.051,220.06,30,0.33094499438983,12.2882183006408,4.66372302916446,31,4.61155186699697,0.223156628143357,12.2123571572802,2002-09-30,10
2275.1,14.3922,415.12,13.184,1880,-0.016,11.064,49,36.705,0,0,0.366,10,2002,3.431,1,37,2.571,0.42,0.8236,-122.064,199.14,33,0.333722444885214,12.4338239881953,3.96266675616422,167,1.98641555757736,0.194111908286701,9.36060255634015,2002-09-30,10
2274.1,44.4643,499.02,13.06,1927,-0.016,11.102,37,36.708,10.213,0,23.133,10,2002,3.099,1,83,1.867,0.42,0.8236,-122.063,200.97,37,0.538355113452556,11.8407161624575,4.49853878247831,39,4.3386648280715,0.346308409869475,11.5908578696382,2002-09-30,10
2258.1,0,538.92,13.504,2668,-0.016,11.971,40,36.746,0,0,0,10,2002,0.477,1,0,0.371,0.42,0.8236,-122.051,262.8,27,0.687315144108415,13.3840548447216,5.26984484089314,47,4.73279703988898,0.169520293737699,11.286768082802,2002-09-30,10
2263.1,0,476.78,13.328,2693,-0.016,11.891,87,36.757,0,0,0,10,2002,0.565,1,0,0.358,0.42,0.8236,-121.994,279.95,38,0.238511624990057,12.6277411278496,5.25096548264971,26,4.8348593424627,0.230182727260762,13.2365463416751,2002-09-30,10
2262.1,0,549.61,13.433,2697,-0.016,11.923,50,36.757,0,0,0,10,2002,0.584,1,0,0.367,0.42,0.8236,-121.993,289.66,35,0.2988563356973,12.7243931436546,4.81616242605214,47,4.50980614919957,0.129595244164783,12.0278010589002,2002-09-30,10
2260.1,0,552.09,13.364,2697,-0.016,11.931,55,36.758,0,0,0,10,2002,0.367,1,0,0.267,0.42,0.8236,-121.991,283.165,29,0.342653239069258,12.8395290506052,4.98517540664854,49,4.22182124337813,0.22626837971168,11.3959630433644,2002-09-30,10
2259.1,0,567.14,13.328,2668,-0.016,11.966,65,36.758,0,0,0,10,2002,0.207,1,0,1.012,0.42,0.8236,-121.987,303.54,36,0.272851318562073,12.8236963516658,4.71685567597015,150,2.62545108817743,0.142087119461057,9.8846074655471,2002-09-30,10
513.2,155.122,475,14.319,785,-1.922,10.106,46,36.334,0,0,38.71,11,2002,67.278,2,53,0.342,1.51,1.6592,-122.904,NA,41,1.1049187201648,12.8230748788203,5.82812094696842,46,5.53549342600146,0.257879667328337,11.6199722287733,2002-10-31,11
512.2,37.8043,495.2,14.319,785,-1.922,10.134,63,36.335,0,0,0,11,2002,67.176,2,66,1.746,1.51,1.6592,-122.903,319.645,46,0.655092728343359,12.4115183507673,5.49566625814016,22,5.18822823987327,0.241464118611965,14.3438447204483,2002-10-31,11
514.2,10.3067,500.3,13.84,853,-1.922,10.062,35,36.571,0,0,7.636,11,2002,33.919,2,14,1.358,1.51,1.6592,-122.522,NA,50,0.328212716958551,12.4663037361058,5.53396765667909,46,5.69453179202829,0.175642089862937,12.7707118624356,2002-10-31,11
515.2,23.871,570.6,12.572,908,-1.922,10.025,44,36.7,0.694,5.737,113.314,11,2002,1.654,2,37,1.55,1.51,1.6592,-122.034,333.22,36,0.499357996558138,11.7279036057543,5.70289685007361,38,5.50119972928763,0.429495319542141,11.4856235192389,2002-10-31,11
511.2,0,547.63,11.409,863,-1.922,10.134,98,36.702,3.78,1.743,24.727,11,2002,1.676,2,0,1.883,1.51,1.6592,-122.029,283.61,32,0.256046845644729,10.9868321148864,5.26872095088688,34,5.08948998371934,0.342182492008488,10.8589152246605,2002-10-31,11
2284.1,0.8276,563.375,12.836,322,-5.861,9.779,39,36.692,1.387,9.231,689.198,12,2002,1.825,1,1,1.208,2.1,2.6365,-122.051,325.25,28,0.151304981466851,12.5555585963515,4.88250081599297,30,4.81836406067667,0.137304298214221,12.486918433446,2002-11-30,12
2283.1,0,559.165,12.997,334,-5.861,9.799,68,36.712,6,0,703.059,12,2002,2.676,1,0,0.688,2.1,2.6365,-122.063,341.2,57,0.215450725375139,12.0712576234605,4.78520683884154,77,4.23260548700601,0.135466022394283,11.2443592695554,2002-11-30,12
2282.1,0,576.24,12.794,335,-5.861,9.82,59,36.723,1.203,0,106.531,12,2002,2.022,1,0,2.121,2.1,2.6365,-122.068,373.01,55,0.307142732528955,11.9511846487385,4.69752710845558,57,4.57831534445809,0.249670056237465,11.804154694426,2002-11-30,12
650.2,16.9737,492.78,12.7815,-366,-0.554,9.9,98,36.329,0,0,3.636,13,2003,66.756,2,43,2.533,0.43,0.265,-122.898,339.32,80,0.234395569793808,11.7052904201873,5.09331876584685,89,4.83946536632925,0.126577232132133,11.2392508881138,2002-12-31,1
649.2,85.8333,476.04,12.871,-523,-0.554,9.877,74,36.33,0,0,0.956,13,2003,66.935,2,103,1.2,0.43,0.265,-122.9,289.115,74,0.55004906638516,11.5132808058836,5.39295270954467,89,4.92824948386462,0.171920375932409,10.1601755527131,2002-12-31,1
648.2,7.6,489.16,12.861,-754,-0.554,9.854,82,36.335,0,0,1.72,13,2003,66.877,2,19,2.5,0.43,0.265,-122.899,NA,79,0.433310918799332,11.3618841220979,5.44996396576403,151,3.6834758266122,0.124845181424227,8.94562085781702,2002-12-31,1
647.2,18.0583,454.6,12.572,-818,-0.554,9.812,32,36.575,0,0,20.601,13,2003,33.265,2,31,1.717,0.43,0.265,-122.518,311.565,35,0.289687943219268,11.7393935765467,4.80732477078078,36,4.75759250693677,0.219058907408615,11.6735349428792,2002-12-31,1
646.2,10.5572,503.47,12.173,-816,-0.554,9.786,61,36.701,0,0,20.782,13,2003,2.478,2,15,1.421,0.43,0.265,-122.049,321.48,53,0.197383722971317,11.2719995741143,4.0163769154104,33,4.5642128991962,0.132086853470857,11.9562553821952,2002-12-31,1
2480.1,0.4918,561.99,11.758,-178,-0.219,10.055,53,36.693,0,0,1.875,14,2003,1.657,1,1,2.033,0.48,0.6672,-122.047,295.91,43,0.453626520442404,11.1429727656984,4.29670083946135,195,1.1620373577461,0.12309110453431,8.89264201089507,2003-01-31,2
2481.1,0.5607,546.44,11.762,525,-0.219,10.14,51,36.697,5.234,0,35.584,14,2003,1.8,1,1,1.783,0.48,0.6672,-122.044,298.09,42,0.252496028161748,11.032126864434,4.86003346149327,220,1.19024206076791,0.173005626524684,8.67046956822455,2003-01-31,2
2482.1,2.3596,530.01,11.955,533,-0.219,10.169,56,36.724,0,0,41.358,14,2003,3.794,1,7,2.967,0.48,0.6672,-122.092,263.94,47,0.385886565783867,10.9429217565352,5.07625165440253,221,1.19137024888878,0.40099953744234,8.66158267051773,2003-01-31,2
2329.1,0,521.195,12.526,1293,-0.57,10.919,63,36.703,1.433,0,15.46,3,2003,3.337,1,0,1.879,1.51,1.4907,-122.061,253.825,80,0.212438800888428,10.8704546658265,4.08361812555959,85,3.84051431853776,0.213970847549792,10.6319650667108,2003-02-28,3
2330.1,0,538.03,12.654,1162,-0.57,10.956,82,36.711,3.75,0,75,3,2003,2.72,1,0,0.417,1.51,1.4907,-122.063,264.08,76,0.196070493567728,10.852564981005,4.33033102272767,47,4.48625693683205,0.168769384725845,12.0194170840404,2003-02-28,3
