,x,y,richness,NDVI,temp,wet
482,300.15,5033.22,35,0.43808,24.051,-0.0260392
483,796.72,4856.55,35,0.523471,23.217,-0.0304681
484,251.08,4704.45,31,0.48018,24.88,-0.0406187
485,259.91,4636.74,21,0.444507,24.88,-0.0407079
486,543.49,4613.2,32,0.522642,23.635,-0.0367894
487,636.7,4606.32,36,0.506693,23.635,-0.0311516
488,774.11,4596.43,35,0.46544,23.217,-0.0227786
489,463,4624,27,0.468809,24.051,-0.0372621
490,883.03,4949.75,21,0.48399,23.217,-0.0257519
491,1140.17,4946.85,30,0.44166,23.217,-0.0213187
492,1332.49,4850.59,36,0.44166,23.217,-0.0246577
493,848.72,4771.15,29,0.521881,23.217,-0.0397349
494,1026.35,4832.92,19,0.458956,23.217,-0.0226406
495,1175.49,4787.78,32,0.448272,23.217,-0.0272994
496,865.37,4634.76,14,0.448272,23.217,-0.0297077
497,1008.67,4541.56,19,0.531497,22.798,-0.0301556
498,1297.2,4516.01,15,0.567028,23.217,-0.0389676
499,1486.57,4959.62,25,0.382451,23.217,-0.0134673
500,1408.06,4889.89,20,0.445506,23.217,-0.0171994
501,1520.94,4758.37,17,0.420837,23.217,-0.0170199
502,1796.7,4563.12,21,0.461038,24.051,-0.030287
503,1866.36,4930.11,25,0.372765,23.635,-0.0140237
504,1859.53,4736.78,22,0.48399,23.635,-0.0269004
505,1459.14,4652.42,15,0.427948,23.217,-0.0187868
506,1534.69,4607.26,26,0.380762,23.217,-0.0209051
507,1414.96,4492.41,24,0.518084,22.798,-0.0309628
508,1583.78,4468.93,10,0.477951,23.217,-0.0307081
509,1714.3,4475.79,21,0.427948,24.051,-0.0282067
510,1810.44,4438.42,28,0.51594,24.88,-0.0535609
511,1937.01,4819.26,32,0.403576,23.635,-0.023767
512,2143.13,4893.86,23,0.461038,24.051,-0.0314001
513,2278.58,4862.46,26,0.431502,24.051,-0.0262566
514,2336.43,4784.91,33,0.491075,23.635,-0.0422295
515,2321.74,4693.57,34,0.580938,23.217,-0.0470234
516,2391.41,4876.16,35,0.496352,24.466,-0.0472046
517,1861.48,4439.42,23,0.549614,24.466,-0.04801
518,2337.45,4522.91,21,0.449649,23.217,-0.0187624
519,2278.56,4400.14,22,0.512574,23.217,-0.0282246
520,2245.19,4738.75,43,0.547922,23.635,-0.0498682
521,1959.61,1059.69,23,0.620185,21.955,-0.0456404
522,1941.94,948.73,35,0.620185,22.377,-0.0464651
523,1951.73,813.35,28,0.629645,21.955,-0.0515787
524,1898.74,732.86,16,0.619504,21.531,-0.0538958
525,1940.95,656.26,20,0.674099,21.955,-0.0832919
526,1944.89,606.21,59,0.634432,21.955,-0.0525407
527,1997.87,554.23,16,0.624269,21.955,-0.045517
528,2147.06,615.09,12,0.587115,21.531,-0.0446815
529,2127.44,553.22,36,0.603311,21.531,-0.0466776
530,2262.83,521.83,31,0.628604,21.955,-0.0555275
531,2349.2,508.1,28,0.629645,21.955,-0.0529897
532,2400.24,986.02,14,0.589316,21.955,-0.0477323
533,2374.72,804.44,8,0.585664,21.955,-0.0333279
