grazed,elev,stressmn,dol,par1,par2,par3,par4,par5,sol1,sol2,sol3,sol4,sol5,mass,mass2,masslog,rich,rich2,richlog
0,19.5,14.817,8,0,0,1,0,0,1,0,0,0,0,196,38416,5.2832,13,169,1.1461
0,19.5,14.925,5,0,1,0,0,0,1,0,0,0,0,196,38416,5.2832,10,100,1.0414
0,19.5,14.925,8.5,0,1,0,0,0,1,0,0,0,0,290,84100,5.6733,13,169,1.1461
0,21.5,12.617,7,0,0,1,0,0,1,0,0,0,0,226.4,51257,5.4267,15,225,1.2041
0,22.5,11.567,7,0,1,0,0,0,1,0,0,0,0,221.2,48929.4,5.4036,13,169,1.1461
0,23,11.067,8.5,0,1,0,0,0,1,0,0,0,0,307.2,94371.8,5.7307,13,169,1.1461
0,36.8,2.43,5,0,1,0,0,0,1,0,0,0,0,333.6,111289,5.8129,17,289,1.2553
0,35.2,2.975,7,0,1,0,0,0,1,0,0,0,0,280.8,78848.6,5.6412,14,196,1.1761
0,32.6,4.18,9.9,0,1,0,0,0,1,0,0,0,0,427.2,182499.8,6.0596,11,121,1.0792
0,30,5.4833,9,0,0,1,0,0,1,0,0,0,0,226.4,51257,5.4267,16,256,1.2304
0,30.2,5.4,8,0,0,1,0,0,1,0,0,0,0,272.8,74419.8,5.6124,17,289,1.2553
0,30.8,5.0333,7,0,0,1,0,0,1,0,0,0,0,275.6,75955.4,5.6226,15,225,1.2041
0,30.8,5.0417,7,0,1,0,0,0,1,0,0,0,0,490.4,240492.2,6.1973,7,49,0.9031
0,31,4.9417,7,0,0,1,0,0,1,0,0,0,0,277.2,76839.8,5.6283,13,169,1.1461
0,31,4.9417,7,0,0,1,0,0,1,0,0,0,0,252,63504,5.5334,15,225,1.2041
0,31.6,4.7083,7,0,0,1,0,0,1,0,0,0,0,203.96,41599.7,5.3228,16,256,1.2304
0,31.6,4.7083,7,0,0,1,0,0,1,0,0,0,0,293.2,85966.2,5.6843,12,144,1.1139
0,31.6,4.7083,7,0,0,1,0,0,1,0,0,0,0,257.2,66151.8,5.5537,17,289,1.2553
0,32.2,4.3333,7,0,0,1,0,0,1,0,0,0,0,270.8,73332.6,5.6051,13,169,1.1461
0,32.2,4.3333,7,0,0,1,0,0,1,0,0,0,0,251.84,63423.4,5.5328,20,400,1.3222
0,33.5,3.6367,6,0,1,0,0,0,1,0,0,0,0,440.8,194304.6,6.0909,17,289,1.2553
0,38.4,1.9333,9.9,0,0,0,0,0,1,0,0,0,0,256.4,65741,5.5506,16,256,1.2304
0,40,1.5167,6,0,1,0,0,0,1,0,0,0,0,216,46656,5.3799,13,169,1.1461
0,37.3,2.22,6,0,1,0,0,0,1,0,0,0,0,353.2,124750.2,5.8699,15,225,1.2041
0,38.3,1.95,7,0,1,0,0,0,1,0,0,0,0,286.4,82025,5.6609,10,100,1.0414
0,39.4,1.6667,8,0,1,0,0,0,1,0,0,0,0,212,44944,5.3613,16,256,1.2304
0,36.4,2.5817,5,0,0,0,0,1,1,0,0,0,0,216.4,46829,5.3817,16,256,1.2304
0,48.4,0.5133,8,0,0,1,0,0,1,0,0,0,0,176.04,30990.1,5.1764,19,361,1.301
0,48.4,0.5167,8,0,0,0,0,1,1,0,0,0,0,289.6,83868.2,5.6719,21,441,1.3424
0,49,0.4667,5.5,0,0,1,0,0,1,0,0,0,0,151.08,22825.2,5.0244,24,576,1.3979
0,51.2,0.38,7,0,0,1,0,0,1,0,0,0,0,115.6,13363.4,4.7587,23,529,1.3802
0,51.2,0.38,4,0,0,1,0,0,1,0,0,0,0,143.6,20621,4.974,19,361,1.301
0,51.2,0.38,4,0,0,1,0,0,1,0,0,0,0,237.6,56453.8,5.4748,17,289,1.2553
0,52.3,0.335,4,0,0,1,0,0,1,0,0,0,0,199.2,39680.6,5.2993,16,256,1.2304
0,52.3,0.3333,7,0,1,0,0,0,1,0,0,0,0,136.8,18714.2,4.9258,25,625,1.415
0,52.3,0.3333,3,0,1,0,0,0,1,0,0,0,0,204,41616,5.323,18,324,1.2788
0,53.4,0.2883,3,0,0,1,0,0,1,0,0,0,0,155.6,24211.4,5.0537,16,256,1.2304
0,53.4,0.2883,7,0,0,1,0,0,1,0,0,0,0,211,44521,5.3566,16,256,1.2304
0,54.5,0.2683,3,0,1,0,0,0,1,0,0,0,0,162.4,26373.8,5.0962,17,289,1.2553
0,57.8,0.175,5,0,0,1,0,0,1,0,0,0,0,108.4,11750.6,4.695,21,441,1.3424
0,58.9,0.1667,7,0,0,1,0,0,1,0,0,0,0,107.64,11586.4,4.688,11,121,1.0792
0,60,0.145,7,0,0,0,0,1,1,0,0,0,0,130.8,17108.6,4.8813,17,289,1.2553
0,6.5,37.792,3,0,0,0,0,1,0,0,0,1,0,544.4,296371.4,6.3015,11,121,1.0792
0,9.3,31.817,4,0,0,0,0,1,0,0,0,1,0,316.4,100109,5.7602,10,100,1.0414
0,6,38.85,9.9,0,0,0,0,0,0,0,0,1,0,252.4,63705.8,5.535,10,100,1.0414
0,6.4,38.067,5,0,0,0,0,1,0,0,0,1,0,345.2,119163,5.847,13,169,1.1461
0,9,32.517,3,0,0,0,0,1,0,0,0,1,0,364.8,133079,5.9021,12,144,1.1139
0,10,30.4,3,0,0,0,0,1,0,0,0,1,0,180.8,32688.6,5.2029,5,25,0.7782
0,16.3,19.417,5,0,0,0,0,0,0,0,0,1,0,285.6,81567.4,5.6581,6,36,0.8451
0,19.2,15.283,6,0,0,0,0,1,0,0,0,1,0,330.8,109428.6,5.8045,8,64,0.9542
0,21.6,12.517,4,0,0,0,0,1,0,0,0,1,0,226,51076,5.425,7,49,0.9031
0,21.2,12.917,5,0,0,0,0,1,0,0,0,1,0,186,34596,5.2311,6,36,0.8451
0,21,13.183,7,0,0,0,0,1,0,0,0,1,0,483.06,233347,6.1822,8,64,0.9542
0,21,13.183,9,0,0,0,0,1,0,0,0,1,0,505.44,255468,6.2274,7,49,0.9031
0,21,13.183,10,0,0,0,0,1,0,0,0,1,0,288.56,83269.2,5.6684,11,121,1.0792
0,20,14.3,9,0,0,0,0,1,0,0,0,1,0,237.34,56330.4,5.4737,7,49,0.9031
0,19,15.533,9,0,0,0,0,0,0,0,0,1,0,351.21,123347.1,5.8642,8,64,0.9542
0,17,18.183,5,0,0,0,0,0,0,0,0,1,0,321.89,103611.9,5.7773,9,81,1
0,16,19.433,6,0,0,0,0,0,0,0,0,1,0,392.31,153904.7,5.9746,8,64,0.9542
0,20,14.292,3,0,0,0,0,1,0,0,0,1,0,528.4,279206.6,6.2717,13,169,1.1461
0,22.3,11.75,6,0,0,0,0,1,0,0,0,1,0,210,44100,5.3519,11,121,1.0792
0,23.6,10.633,10,0,0,0,0,0,0,0,0,1,0,233.18,54372.9,5.4561,8,64,0.9542
0,24.9,9.2833,7,0,0,0,0,0,0,0,0,1,0,218.12,47577.6,5.3896,5,25,0.7782
0,26.2,8.15,4,0,0,0,0,1,0,0,0,1,0,109.6,12012.2,4.7059,12,144,1.1139
0,27.5,7.075,10,0,0,0,0,0,0,0,0,1,0,288.3,83117.7,5.6675,7,49,0.9031
0,27.5,7.15,4,0,0,0,0,1,0,0,0,1,0,210.4,44268.2,5.3538,10,100,1.0414
0,26.8,7.6333,6,0,0,0,0,1,0,0,0,1,0,104,10816,4.654,9,81,1
0,26.3,8.05,5,0,0,0,0,1,0,0,0,1,0,165.6,27423.4,5.1156,8,64,0.9542
0,24.7,9.5333,2,0,0,0,0,1,0,0,0,1,0,194.8,37947,5.2771,6,36,0.8451
0,26.6,7.7333,3,0,0,0,0,1,0,0,0,1,0,206,42436,5.3327,9,81,1
0,31.4,12.883,5,0,0,0,1,0,1,0,0,0,0,490.68,240766.2,6.1978,9,81,1
0,70.5,12.15,5,0,0,1,0,0,0,1,0,0,0,327.57,107301.5,5.7947,17,289,1.2553
0,71.5,11.517,6,0,0,1,0,0,0,1,0,0,0,486.16,236355.4,6.1886,18,324,1.2788
0,70,11.517,5,0,0,1,0,0,0,1,0,0,0,331.8,110093.8,5.8076,17,289,1.2553
0,68.7,9.9417,4,0,0,1,0,0,0,1,0,0,0,475.64,226234.8,6.1668,16,256,1.2304
0,68.3,7.8083,4,0,0,1,0,0,0,1,0,0,0,362.28,131249.7,5.8952,17,289,1.2553
0,69.7,5.9083,7.5,0,0,1,0,0,0,1,0,0,0,359.55,129276.1,5.8876,15,225,1.2041
0,70.1,4.725,4,0,0,1,0,0,0,1,0,0,0,249.57,62285.3,5.5237,15,225,1.2041
0,67.8,6.8167,4.5,0,0,1,0,0,0,1,0,0,0,233.59,54564.3,5.4578,18,324,1.2788
0,66.7,7.6833,4.5,0,0,1,0,0,0,1,0,0,0,203.07,41238.2,5.3185,15,225,1.2041
0,65.5,8.2167,4,0,0,1,0,0,0,1,0,0,0,321.89,103614.4,5.7773,14,196,1.1761
0,66.3,4.9833,5.5,0,0,1,0,0,0,1,0,0,0,228.26,52103.3,5.4349,15,225,1.2041
0,64,4.7833,4,0,0,1,0,0,0,1,0,0,0,134.85,18184.9,4.9116,12,144,1.1139
0,64,0.0333,3.5,0,0,1,0,0,0,1,0,0,0,317.45,100772.9,5.7635,16,256,1.2304
0,21.2,0.0417,5,0,0,0,1,0,1,0,0,0,0,597.8,357360.1,6.3949,10,100,1.0414
0,22,0.0533,6,0,0,0,1,0,1,0,0,0,0,372.01,138392.9,5.9216,11,121,1.0792
0,22.4,0.0533,6.5,0,0,0,1,0,1,0,0,0,0,551.32,303951.6,6.3141,11,121,1.0792
0,22.5,0.0417,4,0,0,0,1,0,1,0,0,0,0,799.8,639680,6.6856,11,121,1.0792
0,24.1,0.0417,4,0,0,0,1,0,1,0,0,0,0,424.3,180027.6,6.0528,10,100,1.0414
0,26.5,0.055,4.5,0,0,1,0,0,1,0,0,0,0,1191.1,1418683.4,7.0835,5,25,0.7782
0,29.5,0.065,4,0,0,0,1,0,1,0,0,0,0,1094.7,1198269.8,6.9991,3,9,0.6021
0,31.5,0.055,5,0,0,0,1,0,1,0,0,0,0,604.53,365454.2,6.4061,8,64,0.9542
0,27.9,0.0733,4,0,0,0,1,0,1,0,0,0,0,420.09,176473.7,6.0428,8,64,0.9542
0,26.7,0.075,4,0,0,0,1,0,1,0,0,0,0,506.92,256967.9,6.2303,10,100,1.0414
0,26.1,0.0917,4.5,0,0,0,1,0,1,0,0,0,0,408.17,166599.6,6.0141,9,81,1
0,30.9,0.0917,5,0,0,0,1,0,1,0,0,0,0,523.06,273590.9,6.2616,11,121,1.0792
0,31.3,0.0933,5.5,0,0,0,1,0,1,0,0,0,0,471.8,222599.8,6.1587,10,100,1.0414
